Level,Technicians,AverageUtilizationPercent,AverageWaitMinutes,MaximumWaitMinutes,AverageQueueLength,MaximumQueueLength
1,3,63.31597222222222,12.165475973944575,102.24720371642343,0.3802083333333333,5
2,2,52.364583333333336,21.234539428953347,157.11303340314134,0.340625,5
3,1,28.489583333333332,15.688950452788392,121.52970084175558,0.07916666666666666,3
