SimTicketID,Time,Level,State,Technician
83,2717.207297706147,2.0,Finished L2,L2-Tech-2
83,2717.207297706147,,Completed,
86,2738.207297706147,1.0,Finished L1,L1-Tech-1
86,2738.207297706147,,Completed,
88,2744.7489309978346,,Arrived,
88,2744.7489309978346,1.0,Waiting for L1,
88,2744.7489309978346,1.0,In service at L1,L1-Tech-2
89,2756.0383673533825,,Arrived,
89,2756.0383673533825,1.0,Waiting for L1,
89,2756.0383673533825,1.0,In service at L1,L1-Tech-1
87,2762.1306017245347,1.0,Finished L1,L1-Tech-3
87,2762.1306017245347,2.0,Waiting for L2,
87,2762.1306017245347,2.0,In service at L2,L2-Tech-1
87,2791.1306017245347,2.0,Finished L2,L2-Tech-1
87,2791.1306017245347,,Completed,
90,2808.559052461098,,Arrived,
90,2808.559052461098,1.0,Waiting for L1,
90,2808.559052461098,1.0,In service at L1,L1-Tech-3
91,2811.539282200657,,Arrived,
91,2811.539282200657,1.0,Waiting for L1,
88,2813.7489309978346,1.0,Finished L1,L1-Tech-2
91,2813.7489309978346,1.0,In service at L1,L1-Tech-2
88,2813.7489309978346,2.0,Waiting for L2,
88,2813.7489309978346,2.0,In service at L2,L2-Tech-2
92,2833.0943599003576,,Arrived,
92,2833.0943599003576,1.0,Waiting for L1,
88,2848.7489309978346,2.0,Finished L2,L2-Tech-2
88,2848.7489309978346,3.0,Waiting for L3,
88,2848.7489309978346,3.0,In service at L3,L3-Tech-1
89,2854.0383673533825,1.0,Finished L1,L1-Tech-1
92,2854.0383673533825,1.0,In service at L1,L1-Tech-1
89,2854.0383673533825,2.0,Waiting for L2,
89,2854.0383673533825,2.0,In service at L2,L2-Tech-1
93,2877.8226294450033,,Arrived,
93,2877.8226294450033,1.0,Waiting for L1,
91,2891.7489309978346,1.0,Finished L1,L1-Tech-2
93,2891.7489309978346,1.0,In service at L1,L1-Tech-2
91,2891.7489309978346,,Completed,
88,2901.7489309978346,3.0,Finished L3,L3-Tech-1
88,2901.7489309978346,,Completed,
90,2903.559052461098,1.0,Finished L1,L1-Tech-3
90,2903.559052461098,2.0,Waiting for L2,
90,2903.559052461098,2.0,In service at L2,L2-Tech-2
94,2909.304912529585,,Arrived,
94,2909.304912529585,1.0,Waiting for L1,
94,2909.304912529585,1.0,In service at L1,L1-Tech-3
93,2914.7489309978346,1.0,Finished L1,L1-Tech-2
93,2914.7489309978346,,Completed,
95,2918.464688166278,,Arrived,
95,2918.464688166278,1.0,Waiting for L1,
95,2918.464688166278,1.0,In service at L1,L1-Tech-2
89,2920.0383673533825,2.0,Finished L2,L2-Tech-1
89,2920.0383673533825,3.0,Waiting for L3,
89,2920.0383673533825,3.0,In service at L3,L3-Tech-1
96,2933.2831058329116,,Arrived,
96,2933.2831058329116,1.0,Waiting for L1,
92,2940.0383673533825,1.0,Finished L1,L1-Tech-1
96,2940.0383673533825,1.0,In service at L1,L1-Tech-1
92,2940.0383673533825,2.0,Waiting for L2,
92,2940.0383673533825,2.0,In service at L2,L2-Tech-1
97,2958.214215836515,,Arrived,
97,2958.214215836515,1.0,Waiting for L1,
95,2966.464688166278,1.0,Finished L1,L1-Tech-2
97,2966.464688166278,1.0,In service at L1,L1-Tech-2
95,2966.464688166278,2.0,Waiting for L2,
92,2975.0383673533825,2.0,Finished L2,L2-Tech-1
95,2975.0383673533825,2.0,In service at L2,L2-Tech-1
92,2975.0383673533825,,Completed,
98,2982.326537474615,,Arrived,
98,2982.326537474615,1.0,Waiting for L1,
89,2985.0383673533825,3.0,Finished L3,L3-Tech-1
89,2985.0383673533825,,Completed,
94,2996.304912529585,1.0,Finished L1,L1-Tech-3
98,2996.304912529585,1.0,In service at L1,L1-Tech-3
94,2996.304912529585,,Completed,
99,2997.440167490772,,Arrived,
99,2997.440167490772,1.0,Waiting for L1,
100,2998.359255857704,,Arrived,
100,2998.359255857704,1.0,Waiting for L1,
90,3018.559052461098,2.0,Finished L2,L2-Tech-2
90,3018.559052461098,3.0,Waiting for L3,
90,3018.559052461098,3.0,In service at L3,L3-Tech-1
96,3038.0383673533825,1.0,Finished L1,L1-Tech-1
99,3038.0383673533825,1.0,In service at L1,L1-Tech-1
96,3038.0383673533825,2.0,Waiting for L2,
96,3038.0383673533825,2.0,In service at L2,L2-Tech-2
101,3049.1595432337035,,Arrived,
101,3049.1595432337035,1.0,Waiting for L1,
97,3055.464688166278,1.0,Finished L1,L1-Tech-2
100,3055.464688166278,1.0,In service at L1,L1-Tech-2
97,3055.464688166278,2.0,Waiting for L2,
102,3067.7502482810987,,Arrived,
102,3067.7502482810987,1.0,Waiting for L1,
90,3082.559052461098,3.0,Finished L3,L3-Tech-1
90,3082.559052461098,,Completed,
95,3083.0383673533825,2.0,Finished L2,L2-Tech-1
97,3083.0383673533825,2.0,In service at L2,L2-Tech-1
95,3083.0383673533825,,Completed,
100,3083.464688166278,1.0,Finished L1,L1-Tech-2
101,3083.464688166278,1.0,In service at L1,L1-Tech-2
100,3083.464688166278,2.0,Waiting for L2,
97,3097.0383673533825,2.0,Finished L2,L2-Tech-1
100,3097.0383673533825,2.0,In service at L2,L2-Tech-1
97,3097.0383673533825,3.0,Waiting for L3,
97,3097.0383673533825,3.0,In service at L3,L3-Tech-1
98,3105.304912529585,1.0,Finished L1,L1-Tech-3
102,3105.304912529585,1.0,In service at L1,L1-Tech-3
98,3105.304912529585,,Completed,
99,3116.0383673533825,1.0,Finished L1,L1-Tech-1
99,3116.0383673533825,,Completed,
97,3128.0383673533825,3.0,Finished L3,L3-Tech-1
97,3128.0383673533825,,Completed,
96,3146.0383673533825,2.0,Finished L2,L2-Tech-2
96,3146.0383673533825,,Completed,
101,3165.464688166278,1.0,Finished L1,L1-Tech-2
101,3165.464688166278,2.0,Waiting for L2,
101,3165.464688166278,2.0,In service at L2,L2-Tech-2
101,3171.464688166278,2.0,Finished L2,L2-Tech-2
101,3171.464688166278,3.0,Waiting for L3,
101,3171.464688166278,3.0,In service at L3,L3-Tech-1
100,3173.0383673533825,2.0,Finished L2,L2-Tech-1
100,3173.0383673533825,3.0,Waiting for L3,
103,3176.68110577529,,Arrived,
103,3176.68110577529,1.0,Waiting for L1,
103,3176.68110577529,1.0,In service at L1,L1-Tech-1
102,3211.304912529585,1.0,Finished L1,L1-Tech-3
102,3211.304912529585,,Completed,
103,3222.68110577529,1.0,Finished L1,L1-Tech-1
103,3222.68110577529,2.0,Waiting for L2,
103,3222.68110577529,2.0,In service at L2,L2-Tech-2
101,3233.464688166278,3.0,Finished L3,L3-Tech-1
100,3233.464688166278,3.0,In service at L3,L3-Tech-1
101,3233.464688166278,,Completed,
103,3261.68110577529,2.0,Finished L2,L2-Tech-2
103,3261.68110577529,,Completed,
104,3265.7898292612613,,Arrived,
104,3265.7898292612613,1.0,Waiting for L1,
104,3265.7898292612613,1.0,In service at L1,L1-Tech-2
100,3275.464688166278,3.0,Finished L3,L3-Tech-1
100,3275.464688166278,,Completed,
105,3277.449171159624,,Arrived,
105,3277.449171159624,1.0,Waiting for L1,
105,3277.449171159624,1.0,In service at L1,L1-Tech-3
105,3342.449171159624,1.0,Finished L1,L1-Tech-3
105,3342.449171159624,,Completed,
106,3355.432988495668,,Arrived,
106,3355.432988495668,1.0,Waiting for L1,
106,3355.432988495668,1.0,In service at L1,L1-Tech-1
107,3359.494586349437,,Arrived,
107,3359.494586349437,1.0,Waiting for L1,
107,3359.494586349437,1.0,In service at L1,L1-Tech-3
104,3373.7898292612613,1.0,Finished L1,L1-Tech-2
104,3373.7898292612613,,Completed,
106,3397.432988495668,1.0,Finished L1,L1-Tech-1
106,3397.432988495668,,Completed,
108,3402.4555032598787,,Arrived,
108,3402.4555032598787,1.0,Waiting for L1,
108,3402.4555032598787,1.0,In service at L1,L1-Tech-2
107,3429.494586349437,1.0,Finished L1,L1-Tech-3
107,3429.494586349437,2.0,Waiting for L2,
107,3429.494586349437,2.0,In service at L2,L2-Tech-1
109,3433.891628747905,,Arrived,
109,3433.891628747905,1.0,Waiting for L1,
109,3433.891628747905,1.0,In service at L1,L1-Tech-1
109,3445.891628747905,1.0,Finished L1,L1-Tech-1
109,3445.891628747905,,Completed,
110,3448.079094129928,,Arrived,
110,3448.079094129928,1.0,Waiting for L1,
110,3448.079094129928,1.0,In service at L1,L1-Tech-3
111,3472.0743277527145,,Arrived,
111,3472.0743277527145,1.0,Waiting for L1,
111,3472.0743277527145,1.0,In service at L1,L1-Tech-1
112,3483.540580564269,,Arrived,
112,3483.540580564269,1.0,Waiting for L1,
108,3500.4555032598787,1.0,Finished L1,L1-Tech-2
112,3500.4555032598787,1.0,In service at L1,L1-Tech-2
108,3500.4555032598787,,Completed,
113,3508.0226558994755,,Arrived,
113,3508.0226558994755,1.0,Waiting for L1,
114,3517.760848326735,,Arrived,
114,3517.760848326735,1.0,Waiting for L1,
110,3537.079094129928,1.0,Finished L1,L1-Tech-3
113,3537.079094129928,1.0,In service at L1,L1-Tech-3
110,3537.079094129928,2.0,Waiting for L2,
110,3537.079094129928,2.0,In service at L2,L2-Tech-2
107,3543.494586349437,2.0,Finished L2,L2-Tech-1
107,3543.494586349437,,Completed,
115,3586.0341985529153,,Arrived,
115,3586.0341985529153,1.0,Waiting for L1,
111,3587.0743277527145,1.0,Finished L1,L1-Tech-1
114,3587.0743277527145,1.0,In service at L1,L1-Tech-1
111,3587.0743277527145,,Completed,
110,3592.079094129928,2.0,Finished L2,L2-Tech-2
110,3592.079094129928,,Completed,
113,3594.079094129928,1.0,Finished L1,L1-Tech-3
115,3594.079094129928,1.0,In service at L1,L1-Tech-3
113,3594.079094129928,2.0,Waiting for L2,
113,3594.079094129928,2.0,In service at L2,L2-Tech-1
112,3599.4555032598787,1.0,Finished L1,L1-Tech-2
112,3599.4555032598787,2.0,Waiting for L2,
112,3599.4555032598787,2.0,In service at L2,L2-Tech-2
116,3628.8958071436396,,Arrived,
116,3628.8958071436396,1.0,Waiting for L1,
116,3628.8958071436396,1.0,In service at L1,L1-Tech-2
112,3638.4555032598787,2.0,Finished L2,L2-Tech-2
112,3638.4555032598787,3.0,Waiting for L3,
112,3638.4555032598787,3.0,In service at L3,L3-Tech-1
117,3638.582289632369,,Arrived,
117,3638.582289632369,1.0,Waiting for L1,
113,3648.079094129928,2.0,Finished L2,L2-Tech-1
113,3648.079094129928,,Completed,
118,3675.1393399104154,,Arrived,
118,3675.1393399104154,1.0,Waiting for L1,
116,3680.8958071436396,1.0,Finished L1,L1-Tech-2
117,3680.8958071436396,1.0,In service at L1,L1-Tech-2
116,3680.8958071436396,2.0,Waiting for L2,
116,3680.8958071436396,2.0,In service at L2,L2-Tech-2
115,3689.079094129928,1.0,Finished L1,L1-Tech-3
118,3689.079094129928,1.0,In service at L1,L1-Tech-3
115,3689.079094129928,,Completed,
114,3693.0743277527145,1.0,Finished L1,L1-Tech-1
114,3693.0743277527145,,Completed,
112,3714.4555032598787,3.0,Finished L3,L3-Tech-1
112,3714.4555032598787,,Completed,
119,3720.497850827164,,Arrived,
119,3720.497850827164,1.0,Waiting for L1,
119,3720.497850827164,1.0,In service at L1,L1-Tech-1
117,3724.8958071436396,1.0,Finished L1,L1-Tech-2
117,3724.8958071436396,,Completed,
116,3744.8958071436396,2.0,Finished L2,L2-Tech-2
116,3744.8958071436396,3.0,Waiting for L3,
116,3744.8958071436396,3.0,In service at L3,L3-Tech-1
120,3758.4931024441876,,Arrived,
120,3758.4931024441876,1.0,Waiting for L1,
120,3758.4931024441876,1.0,In service at L1,L1-Tech-2
116,3782.8958071436396,3.0,Finished L3,L3-Tech-1
116,3782.8958071436396,,Completed,
118,3783.079094129928,1.0,Finished L1,L1-Tech-3
118,3783.079094129928,2.0,Waiting for L2,
118,3783.079094129928,2.0,In service at L2,L2-Tech-1
121,3791.09638005607,,Arrived,
121,3791.09638005607,1.0,Waiting for L1,
121,3791.09638005607,1.0,In service at L1,L1-Tech-3
119,3794.497850827164,1.0,Finished L1,L1-Tech-1
119,3794.497850827164,,Completed,
120,3798.4931024441876,1.0,Finished L1,L1-Tech-2
120,3798.4931024441876,2.0,Waiting for L2,
120,3798.4931024441876,2.0,In service at L2,L2-Tech-2
120,3839.4931024441876,2.0,Finished L2,L2-Tech-2
120,3839.4931024441876,,Completed,
122,3863.2462233039028,,Arrived,
122,3863.2462233039028,1.0,Waiting for L1,
122,3863.2462233039028,1.0,In service at L1,L1-Tech-1
118,3902.079094129928,2.0,Finished L2,L2-Tech-1
118,3902.079094129928,,Completed,
121,3906.09638005607,1.0,Finished L1,L1-Tech-3
121,3906.09638005607,2.0,Waiting for L2,
121,3906.09638005607,2.0,In service at L2,L2-Tech-2
122,3909.2462233039028,1.0,Finished L1,L1-Tech-1
122,3909.2462233039028,2.0,Waiting for L2,
122,3909.2462233039028,2.0,In service at L2,L2-Tech-1
122,3948.2462233039028,2.0,Finished L2,L2-Tech-1
122,3948.2462233039028,,Completed,
123,3953.597232895693,,Arrived,
123,3953.597232895693,1.0,Waiting for L1,
123,3953.597232895693,1.0,In service at L1,L1-Tech-2
124,3956.5010708957634,,Arrived,
124,3956.5010708957634,1.0,Waiting for L1,
124,3956.5010708957634,1.0,In service at L1,L1-Tech-3
123,3995.597232895693,1.0,Finished L1,L1-Tech-2
123,3995.597232895693,,Completed,
125,4001.420568658897,,Arrived,
125,4001.420568658897,1.0,Waiting for L1,
125,4001.420568658897,1.0,In service at L1,L1-Tech-1
121,4008.09638005607,2.0,Finished L2,L2-Tech-2
121,4008.09638005607,,Completed,
124,4075.5010708957634,1.0,Finished L1,L1-Tech-3
124,4075.5010708957634,2.0,Waiting for L2,
124,4075.5010708957634,2.0,In service at L2,L2-Tech-1
126,4079.5154994464842,,Arrived,
126,4079.5154994464842,1.0,Waiting for L1,
126,4079.5154994464842,1.0,In service at L1,L1-Tech-2
125,4102.4205686588975,1.0,Finished L1,L1-Tech-1
125,4102.4205686588975,,Completed,
124,4106.501070895763,2.0,Finished L2,L2-Tech-1
124,4106.501070895763,3.0,Waiting for L3,
124,4106.501070895763,3.0,In service at L3,L3-Tech-1
127,4112.9386477977105,,Arrived,
127,4112.9386477977105,1.0,Waiting for L1,
127,4112.9386477977105,1.0,In service at L1,L1-Tech-3
124,4143.501070895763,3.0,Finished L3,L3-Tech-1
124,4143.501070895763,,Completed,
128,4146.513284047441,,Arrived,
128,4146.513284047441,1.0,Waiting for L1,
128,4146.513284047441,1.0,In service at L1,L1-Tech-1
129,4164.831514749435,,Arrived,
129,4164.831514749435,1.0,Waiting for L1,
130,4173.594718273486,,Arrived,
130,4173.594718273486,1.0,Waiting for L1,
126,4183.515499446485,1.0,Finished L1,L1-Tech-2
129,4183.515499446485,1.0,In service at L1,L1-Tech-2
126,4183.515499446485,,Completed,
127,4212.9386477977105,1.0,Finished L1,L1-Tech-3
130,4212.9386477977105,1.0,In service at L1,L1-Tech-3
127,4212.9386477977105,,Completed,
129,4219.515499446485,1.0,Finished L1,L1-Tech-2
129,4219.515499446485,,Completed,
130,4235.9386477977105,1.0,Finished L1,L1-Tech-3
130,4235.9386477977105,2.0,Waiting for L2,
130,4235.9386477977105,2.0,In service at L2,L2-Tech-2
128,4238.513284047441,1.0,Finished L1,L1-Tech-1
128,4238.513284047441,2.0,Waiting for L2,
128,4238.513284047441,2.0,In service at L2,L2-Tech-1
131,4284.8279852557325,,Arrived,
131,4284.8279852557325,1.0,Waiting for L1,
131,4284.8279852557325,1.0,In service at L1,L1-Tech-2
132,4293.08689318833,,Arrived,
132,4293.08689318833,1.0,Waiting for L1,
132,4293.08689318833,1.0,In service at L1,L1-Tech-3
132,4304.08689318833,1.0,Finished L1,L1-Tech-3
132,4304.08689318833,2.0,Waiting for L2,
128,4306.513284047441,2.0,Finished L2,L2-Tech-1
132,4306.513284047441,2.0,In service at L2,L2-Tech-1
128,4306.513284047441,,Completed,
133,4307.298284413977,,Arrived,
133,4307.298284413977,1.0,Waiting for L1,
133,4307.298284413977,1.0,In service at L1,L1-Tech-1
130,4327.9386477977105,2.0,Finished L2,L2-Tech-2
130,4327.9386477977105,3.0,Waiting for L3,
130,4327.9386477977105,3.0,In service at L3,L3-Tech-1
134,4342.141042064305,,Arrived,
134,4342.141042064305,1.0,Waiting for L1,
134,4342.141042064305,1.0,In service at L1,L1-Tech-3
135,4348.467604924977,,Arrived,
135,4348.467604924977,1.0,Waiting for L1,
136,4362.484357423154,,Arrived,
136,4362.484357423154,1.0,Waiting for L1,
132,4363.513284047441,2.0,Finished L2,L2-Tech-1
132,4363.513284047441,,Completed,
137,4367.304419848706,,Arrived,
137,4367.304419848706,1.0,Waiting for L1,
138,4370.715242127003,,Arrived,
138,4370.715242127003,1.0,Waiting for L1,
133,4377.298284413977,1.0,Finished L1,L1-Tech-1
135,4377.298284413977,1.0,In service at L1,L1-Tech-1
133,4377.298284413977,2.0,Waiting for L2,
133,4377.298284413977,2.0,In service at L2,L2-Tech-2
131,4378.8279852557325,1.0,Finished L1,L1-Tech-2
136,4378.8279852557325,1.0,In service at L1,L1-Tech-2
131,4378.8279852557325,2.0,Waiting for L2,
131,4378.8279852557325,2.0,In service at L2,L2-Tech-1
139,4392.611005013736,,Arrived,
139,4392.611005013736,1.0,Waiting for L1,
135,4393.298284413977,1.0,Finished L1,L1-Tech-1
137,4393.298284413977,1.0,In service at L1,L1-Tech-1
135,4393.298284413977,2.0,Waiting for L2,
134,4405.141042064305,1.0,Finished L1,L1-Tech-3
138,4405.141042064305,1.0,In service at L1,L1-Tech-3
134,4405.141042064305,,Completed,
137,4413.298284413977,1.0,Finished L1,L1-Tech-1
139,4413.298284413977,1.0,In service at L1,L1-Tech-1
137,4413.298284413977,2.0,Waiting for L2,
130,4445.9386477977105,3.0,Finished L3,L3-Tech-1
130,4445.9386477977105,,Completed,
138,4456.141042064305,1.0,Finished L1,L1-Tech-3
138,4456.141042064305,2.0,Waiting for L2,
139,4471.298284413977,1.0,Finished L1,L1-Tech-1
139,4471.298284413977,2.0,Waiting for L2,
140,4484.451177617154,,Arrived,
140,4484.451177617154,1.0,Waiting for L1,
140,4484.451177617154,1.0,In service at L1,L1-Tech-3
136,4487.8279852557325,1.0,Finished L1,L1-Tech-2
136,4487.8279852557325,,Completed,
133,4491.298284413977,2.0,Finished L2,L2-Tech-2
135,4491.298284413977,2.0,In service at L2,L2-Tech-2
133,4491.298284413977,,Completed,
141,4493.746478621585,,Arrived,
141,4493.746478621585,1.0,Waiting for L1,
141,4493.746478621585,1.0,In service at L1,L1-Tech-1
131,4497.8279852557325,2.0,Finished L2,L2-Tech-1
137,4497.8279852557325,2.0,In service at L2,L2-Tech-1
131,4497.8279852557325,,Completed,
140,4509.451177617154,1.0,Finished L1,L1-Tech-3
140,4509.451177617154,2.0,Waiting for L2,
142,4518.183898525976,,Arrived,
142,4518.183898525976,1.0,Waiting for L1,
142,4518.183898525976,1.0,In service at L1,L1-Tech-2
141,4537.746478621585,1.0,Finished L1,L1-Tech-1
141,4537.746478621585,,Completed,
143,4573.544539871665,,Arrived,
143,4573.544539871665,1.0,Waiting for L1,
143,4573.544539871665,1.0,In service at L1,L1-Tech-3
144,4584.19314753068,,Arrived,
144,4584.19314753068,1.0,Waiting for L1,
144,4584.19314753068,1.0,In service at L1,L1-Tech-1
142,4586.183898525976,1.0,Finished L1,L1-Tech-2
142,4586.183898525976,2.0,Waiting for L2,
145,4592.28188434685,,Arrived,
145,4592.28188434685,1.0,Waiting for L1,
145,4592.28188434685,1.0,In service at L1,L1-Tech-2
137,4601.8279852557325,2.0,Finished L2,L2-Tech-1
138,4601.8279852557325,2.0,In service at L2,L2-Tech-1
137,4601.8279852557325,3.0,Waiting for L3,
137,4601.8279852557325,3.0,In service at L3,L3-Tech-1
135,4610.298284413977,2.0,Finished L2,L2-Tech-2
139,4610.298284413977,2.0,In service at L2,L2-Tech-2
135,4610.298284413977,3.0,Waiting for L3,
146,4613.0699358698985,,Arrived,
146,4613.0699358698985,1.0,Waiting for L1,
145,4634.28188434685,1.0,Finished L1,L1-Tech-2
146,4634.28188434685,1.0,In service at L1,L1-Tech-2
145,4634.28188434685,2.0,Waiting for L2,
139,4635.298284413977,2.0,Finished L2,L2-Tech-2
140,4635.298284413977,2.0,In service at L2,L2-Tech-2
139,4635.298284413977,3.0,Waiting for L3,
147,4640.784473868782,,Arrived,
147,4640.784473868782,1.0,Waiting for L1,
146,4647.28188434685,1.0,Finished L1,L1-Tech-2
147,4647.28188434685,1.0,In service at L1,L1-Tech-2
146,4647.28188434685,2.0,Waiting for L2,
144,4655.19314753068,1.0,Finished L1,L1-Tech-1
144,4655.19314753068,2.0,Waiting for L2,
140,4670.298284413977,2.0,Finished L2,L2-Tech-2
142,4670.298284413977,2.0,In service at L2,L2-Tech-2
140,4670.298284413977,3.0,Waiting for L3,
137,4676.8279852557325,3.0,Finished L3,L3-Tech-1
135,4676.8279852557325,3.0,In service at L3,L3-Tech-1
137,4676.8279852557325,,Completed,
148,4677.714951852591,,Arrived,
148,4677.714951852591,1.0,Waiting for L1,
148,4677.714951852591,1.0,In service at L1,L1-Tech-1
143,4683.544539871665,1.0,Finished L1,L1-Tech-3
143,4683.544539871665,,Completed,
148,4708.714951852591,1.0,Finished L1,L1-Tech-1
148,4708.714951852591,2.0,Waiting for L2,
149,4711.164497025219,,Arrived,
149,4711.164497025219,1.0,Waiting for L1,
149,4711.164497025219,1.0,In service at L1,L1-Tech-3
150,4712.266475375474,,Arrived,
150,4712.266475375474,1.0,Waiting for L1,
150,4712.266475375474,1.0,In service at L1,L1-Tech-1
138,4716.8279852557325,2.0,Finished L2,L2-Tech-1
145,4716.8279852557325,2.0,In service at L2,L2-Tech-1
138,4716.8279852557325,3.0,Waiting for L3,
150,4744.266475375474,1.0,Finished L1,L1-Tech-1
150,4744.266475375474,2.0,Waiting for L2,
147,4754.28188434685,1.0,Finished L1,L1-Tech-2
147,4754.28188434685,,Completed,
135,4756.8279852557325,3.0,Finished L3,L3-Tech-1
139,4756.8279852557325,3.0,In service at L3,L3-Tech-1
135,4756.8279852557325,,Completed,
151,4760.424550699836,,Arrived,
151,4760.424550699836,1.0,Waiting for L1,
151,4760.424550699836,1.0,In service at L1,L1-Tech-1
145,4762.8279852557325,2.0,Finished L2,L2-Tech-1
139,4762.8279852557325,3.0,Finished L3,L3-Tech-1
146,4762.8279852557325,2.0,In service at L2,L2-Tech-1
145,4762.8279852557325,,Completed,
140,4762.8279852557325,3.0,In service at L3,L3-Tech-1
139,4762.8279852557325,,Completed,
152,4774.461771279819,,Arrived,
152,4774.461771279819,1.0,Waiting for L1,
152,4774.461771279819,1.0,In service at L1,L1-Tech-2
153,4782.133046695168,,Arrived,
153,4782.133046695168,1.0,Waiting for L1,
142,4784.298284413977,2.0,Finished L2,L2-Tech-2
144,4784.298284413977,2.0,In service at L2,L2-Tech-2
142,4784.298284413977,,Completed,
140,4785.8279852557325,3.0,Finished L3,L3-Tech-1
138,4785.8279852557325,3.0,In service at L3,L3-Tech-1
140,4785.8279852557325,,Completed,
149,4801.164497025219,1.0,Finished L1,L1-Tech-3
153,4801.164497025219,1.0,In service at L1,L1-Tech-3
149,4801.164497025219,,Completed,
151,4834.424550699836,1.0,Finished L1,L1-Tech-1
151,4834.424550699836,2.0,Waiting for L2,
154,4846.955310571604,,Arrived,
154,4846.955310571604,1.0,Waiting for L1,
154,4846.955310571604,1.0,In service at L1,L1-Tech-1
152,4848.461771279819,1.0,Finished L1,L1-Tech-2
152,4848.461771279819,2.0,Waiting for L2,
153,4856.164497025219,1.0,Finished L1,L1-Tech-3
153,4856.164497025219,2.0,Waiting for L2,
155,4857.385008605597,,Arrived,
155,4857.385008605597,1.0,Waiting for L1,
155,4857.385008605597,1.0,In service at L1,L1-Tech-2
146,4865.8279852557325,2.0,Finished L2,L2-Tech-1
148,4865.8279852557325,2.0,In service at L2,L2-Tech-1
146,4865.8279852557325,,Completed,
144,4879.298284413977,2.0,Finished L2,L2-Tech-2
150,4879.298284413977,2.0,In service at L2,L2-Tech-2
144,4879.298284413977,,Completed,
138,4882.8279852557325,3.0,Finished L3,L3-Tech-1
138,4882.8279852557325,,Completed,
154,4883.955310571604,1.0,Finished L1,L1-Tech-1
154,4883.955310571604,,Completed,
155,4897.385008605597,1.0,Finished L1,L1-Tech-2
155,4897.385008605597,2.0,Waiting for L2,
148,4920.8279852557325,2.0,Finished L2,L2-Tech-1
151,4920.8279852557325,2.0,In service at L2,L2-Tech-1
148,4920.8279852557325,,Completed,
150,4921.298284413977,2.0,Finished L2,L2-Tech-2
152,4921.298284413977,2.0,In service at L2,L2-Tech-2
150,4921.298284413977,,Completed,
156,4952.394861042556,,Arrived,
156,4952.394861042556,1.0,Waiting for L1,
156,4952.394861042556,1.0,In service at L1,L1-Tech-3
156,4957.394861042556,1.0,Finished L1,L1-Tech-3
156,4957.394861042556,2.0,Waiting for L2,
157,4965.15725050478,,Arrived,
157,4965.15725050478,1.0,Waiting for L1,
157,4965.15725050478,1.0,In service at L1,L1-Tech-1
158,4967.089921951999,,Arrived,
158,4967.089921951999,1.0,Waiting for L1,
158,4967.089921951999,1.0,In service at L1,L1-Tech-2
159,4968.279841172077,,Arrived,
159,4968.279841172077,1.0,Waiting for L1,
159,4968.279841172077,1.0,In service at L1,L1-Tech-3
152,4982.298284413977,2.0,Finished L2,L2-Tech-2
153,4982.298284413977,2.0,In service at L2,L2-Tech-2
152,4982.298284413977,3.0,Waiting for L3,
152,4982.298284413977,3.0,In service at L3,L3-Tech-1
152,4987.298284413977,3.0,Finished L3,L3-Tech-1
152,4987.298284413977,,Completed,
160,4988.932262143274,,Arrived,
160,4988.932262143274,1.0,Waiting for L1,
158,5000.089921951999,1.0,Finished L1,L1-Tech-2
160,5000.089921951999,1.0,In service at L1,L1-Tech-2
158,5000.089921951999,,Completed,
161,5008.325737386325,,Arrived,
161,5008.325737386325,1.0,Waiting for L1,
151,5011.8279852557325,2.0,Finished L2,L2-Tech-1
155,5011.8279852557325,2.0,In service at L2,L2-Tech-1
151,5011.8279852557325,,Completed,
159,5026.279841172077,1.0,Finished L1,L1-Tech-3
161,5026.279841172077,1.0,In service at L1,L1-Tech-3
159,5026.279841172077,2.0,Waiting for L2,
155,5034.8279852557325,2.0,Finished L2,L2-Tech-1
156,5034.8279852557325,2.0,In service at L2,L2-Tech-1
155,5034.8279852557325,,Completed,
157,5036.15725050478,1.0,Finished L1,L1-Tech-1
157,5036.15725050478,,Completed,
153,5057.298284413977,2.0,Finished L2,L2-Tech-2
159,5057.298284413977,2.0,In service at L2,L2-Tech-2
153,5057.298284413977,,Completed,
161,5086.279841172077,1.0,Finished L1,L1-Tech-3
161,5086.279841172077,2.0,Waiting for L2,
162,5087.525727999383,,Arrived,
162,5087.525727999383,1.0,Waiting for L1,
162,5087.525727999383,1.0,In service at L1,L1-Tech-1
160,5099.089921951999,1.0,Finished L1,L1-Tech-2
160,5099.089921951999,2.0,Waiting for L2,
159,5104.298284413977,2.0,Finished L2,L2-Tech-2
161,5104.298284413977,2.0,In service at L2,L2-Tech-2
159,5104.298284413977,,Completed,
156,5110.8279852557325,2.0,Finished L2,L2-Tech-1
160,5110.8279852557325,2.0,In service at L2,L2-Tech-1
156,5110.8279852557325,,Completed,
163,5113.90263688031,,Arrived,
163,5113.90263688031,1.0,Waiting for L1,
163,5113.90263688031,1.0,In service at L1,L1-Tech-3
162,5126.525727999383,1.0,Finished L1,L1-Tech-1
162,5126.525727999383,,Completed,
163,5145.90263688031,1.0,Finished L1,L1-Tech-3
163,5145.90263688031,2.0,Waiting for L2,
164,5146.237671992062,,Arrived,
164,5146.237671992062,1.0,Waiting for L1,
164,5146.237671992062,1.0,In service at L1,L1-Tech-2
160,5149.8279852557325,2.0,Finished L2,L2-Tech-1
