coin,date,price
bitcoin,1758240000000,117145.5
bitcoin,1758326400000,115655.81
bitcoin,1758412800000,115715.52
bitcoin,1758499200000,115304.48
bitcoin,1758585600000,112696.74
bitcoin,1758672000000,112022.17
bitcoin,1758758400000,113320.57
bitcoin,1758844800000,108963.53
bitcoin,1758931200000,109710.21
bitcoin,1759017600000,109654.81
bitcoin,1759104000000,112142.57
bitcoin,1759190400000,114309.15
bitcoin,1759276800000,114024.23
bitcoin,1759363200000,118503.24
bitcoin,1759449600000,120611.72
bitcoin,1759536000000,122250.15
bitcoin,1759622400000,122380.94
bitcoin,1759708800000,123506.19
bitcoin,1759795200000,124773.51
bitcoin,1759881600000,121518.76
bitcoin,1759968000000,123352.5
bitcoin,1760054400000,121698.03
bitcoin,1760140800000,113201.74
bitcoin,1760227200000,110853.12
bitcoin,1760313600000,115189.57
bitcoin,1760400000000,115222.28
bitcoin,1760486400000,113156.57
bitcoin,1760572800000,110708.67
bitcoin,1760659200000,108076.73
bitcoin,1760745600000,106443.61
bitcoin,1760832000000,107156
bitcoin,1760918400000,108621.13
bitcoin,1761004800000,110608.57
bitcoin,1761091200000,108486.1
bitcoin,1761177600000,107618.43
bitcoin,1761264000000,110048.52
bitcoin,1761350400000,110997.8
bitcoin,1761436800000,111620.31
bitcoin,1761523200000,114476.01
bitcoin,1761609600000,114182.79
bitcoin,1761696000000,112950.35
bitcoin,1761782400000,110046.67
bitcoin,1761868800000,108240.77
bitcoin,1761955200000,109573.91
bitcoin,1762041600000,110014.14
bitcoin,1762128000000,110650.21
bitcoin,1762214400000,106521.09
bitcoin,1762300800000,101635.27
bitcoin,1762387200000,103877.96
bitcoin,1762473600000,101322.64
bitcoin,1762560000000,103396.08
bitcoin,1762646400000,102290.14
bitcoin,1762732800000,104709.68
bitcoin,1762819200000,105909.07
bitcoin,1762905600000,102960.78
bitcoin,1762992000000,101521.71
bitcoin,1763078400000,99730.45
bitcoin,1763164800000,94456.39
bitcoin,1763251200000,95508.31
bitcoin,1763337600000,94411.33
bitcoin,1763424000000,92036.73
bitcoin,1763510400000,92819.76
bitcoin,1763596800000,91363.28
bitcoin,1763683200000,86649.97
bitcoin,1763769600000,85051.8
bitcoin,1763856000000,84682.62
bitcoin,1763942400000,86783.85
bitcoin,1764028800000,88229.36
bitcoin,1764115200000,87310.33
bitcoin,1764201600000,90474.23
bitcoin,1764288000000,91279.06
bitcoin,1764374400000,90950.38
bitcoin,1764460800000,90841.45
bitcoin,1764547200000,90406.28
bitcoin,1764633600000,86281.5
bitcoin,1764720000000,91344.73
bitcoin,1764806400000,93619.44
bitcoin,1764892800000,92140.7
bitcoin,1764979200000,89307.09
bitcoin,1765065600000,89244.76
bitcoin,1765152000000,90162.91
bitcoin,1765238400000,90618.05
bitcoin,1765324800000,92723.21
bitcoin,1765411200000,92005.14
bitcoin,1765497600000,92494.18
bitcoin,1765584000000,90307.26
bitcoin,1765670400000,90257.43
bitcoin,1765756800000,88230.77
bitcoin,1765843200000,86413.92
bitcoin,1765929600000,87821.89
bitcoin,1766016000000,86064.95
bitcoin,1766102400000,85450.33
bitcoin,1766188800000,88103.86
bitcoin,1766275200000,88347.94
bitcoin,1766361600000,88577.42
bitcoin,1766448000000,88491.12
bitcoin,1766534400000,87406.44
bitcoin,1766620800000,87642.61
bitcoin,1766707200000,87229.78
bitcoin,1766793600000,87305.96
bitcoin,1766880000000,87807
bitcoin,1766966400000,87822.91
bitcoin,1767052800000,87156.56
bitcoin,1767139200000,88414.63
bitcoin,1767225600000,87520.18
bitcoin,1767312000000,88727.67
bitcoin,1767398400000,89926.28
bitcoin,1767484800000,90593.85
bitcoin,1767571200000,91373.22
bitcoin,1767657600000,93926.8
bitcoin,1767744000000,93666.86
bitcoin,1767830400000,91257.16
bitcoin,1767916800000,90983.52
bitcoin,1768003200000,90504.9
bitcoin,1768089600000,90442.02
bitcoin,1768176000000,90819.37
bitcoin,1768262400000,91134.97
bitcoin,1768348800000,95260.44
bitcoin,1768435200000,97007.78
bitcoin,1768521600000,95584.83
bitcoin,1768608000000,95516.08
bitcoin,1768694400000,95099.53
bitcoin,1768780800000,93752.71
bitcoin,1768867200000,92558.46
bitcoin,1768953600000,88312.84
bitcoin,1769040000000,89354.34
bitcoin,1769126400000,89443.4
bitcoin,1769212800000,89412.4
bitcoin,1769299200000,89170.87
bitcoin,1769385600000,86548.32
bitcoin,1769472000000,88307.86
bitcoin,1769558400000,89204.22
bitcoin,1769644800000,89162.1
bitcoin,1769731200000,84570.41
bitcoin,1769817600000,84141.78
bitcoin,1769904000000,78725.86
bitcoin,1769990400000,76937.06
bitcoin,1770076800000,78767.66
bitcoin,1770163200000,75638.96
bitcoin,1770249600000,73172.29
bitcoin,1770336000000,62853.69
bitcoin,1770422400000,70523.95
bitcoin,1770508800000,69296.81
bitcoin,1770595200000,70542.37
bitcoin,1770681600000,70096.41
bitcoin,1770768000000,68779.91
bitcoin,1770854400000,66937.58
bitcoin,1770940800000,66184.58
